start_station_code,end_station_code,start_date
1,4,2016-05-27
4,1,2016-05-27
7,5,2016-05-27
8,3,2016-05-27
8,7,2016-05-27
6,1,2016-05-27
3,7,2016-05-27
4,6,2016-05-27
6,4,2016-05-27
6,2,2016-05-27
1,3,2016-05-27
5,4,2016-05-27
4,3,2016-05-27
1,2,2016-05-27
4,7,2016-05-27
3,8,2016-05-27
8,4,2016-05-27
1,5,2016-05-27
4,1,2016-05-27
2,7,2016-05-27
7,5,2016-05-27
7,3,2016-05-27
1,5,2016-05-27
8,2,2016-05-27
1,3,2016-05-27
1,8,2016-05-27
3,7,2016-05-27
2,8,2016-05-28
7,3,2016-05-28
1,6,2016-05-28
7,4,2016-05-28
2,5,2016-05-28
7,1,2016-05-28
6,8,2016-05-28
5,6,2016-05-28
5,8,2016-05-28
4,7,2016-05-28
7,4,2016-05-28
8,3,2016-05-28
5,2,2016-05-28
2,5,2016-05-28
6,2,2016-05-28
8,7,2016-05-28
1,7,2016-05-28
8,4,2016-05-28
6,4,2016-05-28
3,5,2016-05-28
5,3,2016-05-28
7,4,2016-05-28
3,7,2016-05-28
1,6,2016-05-28
4,7,2016-05-28
2,1,2016-05-28
6,4,2016-05-28
2,8,2016-05-28
7,5,2016-05-28
1,8,2016-05-28
3,1,2016-05-28
4,8,2016-05-28
1,2,2016-05-28
8,7,2016-05-28
1,5,2016-05-28
6,5,2016-05-28
5,2,2016-05-28
1,6,2016-05-28
5,3,2016-05-28
7,1,2016-05-28
1,2,2016-05-28
1,2,2016-05-28
7,2,2016-05-28
1,7,2016-05-28
5,4,2016-05-28
4,7,2016-05-28
1,2,2016-05-28
1,7,2016-05-28
6,4,2016-05-28
6,8,2016-05-28
2,6,2016-05-28
5,8,2016-05-28
2,4,2016-05-28
5,3,2016-05-28
3,8,2016-05-28
1,7,2016-05-28
4,5,2016-05-28
1,8,2016-05-28
7,1,2016-05-28
3,5,2016-05-28
5,6,2016-05-28
5,8,2016-05-28
2,4,2016-05-28
2,3,2016-05-28
8,2,2016-05-28
2,3,2016-05-28
3,7,2016-05-28
5,3,2016-05-28
3,6,2016-05-28
8,6,2016-05-28
6,2,2016-05-28
7,5,2016-05-28
3,1,2016-05-29
8,2,2016-05-29
6,3,2016-05-29
2,8,2016-05-29
8,4,2016-05-29
8,2,2016-05-29
3,4,2016-05-29
1,4,2016-05-29
1,4,2016-05-29
7,4,2016-05-29
1,5,2016-05-29
3,6,2016-05-29
6,3,2016-05-29
3,6,2016-05-29
2,8,2016-05-29
1,5,2016-05-29
4,2,2016-05-29
5,3,2016-05-29
8,1,2016-05-29
6,5,2016-05-29
5,2,2016-05-29
8,6,2016-05-29
7,4,2016-05-29
2,8,2016-05-29
1,7,2016-05-29
4,8,2016-05-29
4,5,2016-05-29
3,8,2016-05-29
2,3,2016-05-29
8,2,2016-05-29
5,1,2016-05-29
3,7,2016-05-29
5,3,2016-05-29
2,4,2016-05-29
3,6,2016-05-29
5,2,2016-05-29
7,1,2016-05-29
1,8,2016-05-29
4,3,2016-05-29
3,5,2016-05-29
3,5,2016-05-29
2,6,2016-05-29
2,5,2016-05-29
4,3,2016-05-29
3,6,2016-05-29
6,7,2016-05-29
4,1,2016-05-29
4,5,2016-05-29
1,6,2016-05-29
1,7,2016-05-29
7,3,2016-05-29
6,7,2016-05-29
4,2,2016-05-29
7,5,2016-05-29
5,2,2016-05-29
5,2,2016-05-29
8,3,2016-05-29
6,5,2016-05-29
5,3,2016-05-29
1,8,2016-05-29
4,2,2016-05-29
5,1,2016-05-29
2,7,2016-05-29
3,7,2016-05-29
5,8,2016-05-29
5,2,2016-05-30
6,1,2016-05-30
8,7,2016-05-30
8,7,2016-05-30
6,2,2016-05-30
1,2,2016-05-30
4,8,2016-05-30
4,7,2016-05-30
7,1,2016-05-30
4,8,2016-05-30
4,2,2016-05-30
8,6,2016-05-30
7,8,2016-05-30
4,8,2016-05-30
4,8,2016-05-30
2,8,2016-05-30
2,5,2016-05-30
8,4,2016-05-30
4,3,2016-05-30
7,3,2016-05-30
8,7,2016-05-30
5,2,2016-05-30
7,2,2016-05-30
1,3,2016-05-30
8,7,2016-05-30
4,7,2016-05-30
3,8,2016-05-30
2,7,2016-05-30
4,3,2016-05-30
4,1,2016-05-30
2,7,2016-05-31
2,7,2016-05-31
3,2,2016-05-31
7,2,2016-05-31
5,4,2016-05-31
5,1,2016-05-31
5,1,2016-05-31
5,2,2016-05-31
4,8,2016-05-31
1,7,2016-05-31
5,6,2016-05-31
2,3,2016-05-31
4,2,2016-05-31
3,4,2016-05-31
6,3,2016-05-31
3,6,2016-05-31
4,7,2016-05-31
7,3,2016-05-31
5,3,2016-05-31
1,8,2016-05-31
2,6,2016-05-31
2,3,2016-05-31
5,3,2016-05-31
3,2,2016-05-31
3,8,2016-05-31
5,4,2016-05-31
3,5,2016-05-31
4,8,2016-05-31
7,6,2016-05-31
2,1,2016-05-31
8,3,2016-05-31
8,5,2016-05-31
6,7,2016-05-31
2,8,2016-05-31
8,5,2016-05-31
4,2,2016-05-31
1,7,2016-05-31
1,5,2016-06-01
5,7,2016-06-01
2,1,2016-06-01
3,6,2016-06-01
8,7,2016-06-01
7,6,2016-06-01
4,7,2016-06-01
8,2,2016-06-01
8,3,2016-06-01
4,6,2016-06-01
3,7,2016-06-01
4,7,2016-06-01
3,4,2016-06-01
4,2,2016-06-01
3,2,2016-06-01
3,1,2016-06-01
6,5,2016-06-01
6,2,2016-06-01
5,6,2016-06-01
2,3,2016-06-01
2,1,2016-06-01
2,5,2016-06-01
7,3,2016-06-01
5,8,2016-06-01
8,4,2016-06-01
1,7,2016-06-01
2,4,2016-06-01
1,2,2016-06-01
4,8,2016-06-01
1,6,2016-06-01
3,8,2016-06-01
4,7,2016-06-01
7,5,2016-06-01
5,2,2016-06-01
7,6,2016-06-01
6,4,2016-06-01
8,2,2016-06-01
6,5,2016-06-01
1,2,2016-06-01
3,8,2016-06-01
1,6,2016-06-01
5,1,2016-06-01
3,6,2016-06-01
3,7,2016-06-01
7,8,2016-06-01
2,8,2016-06-01
2,5,2016-06-01
2,8,2016-06-01
2,4,2016-06-01
4,3,2016-06-01
6,2,2016-06-01
2,1,2016-06-01
5,1,2016-06-01
1,3,2016-06-01
2,3,2016-06-01
4,3,2016-06-01
4,6,2016-06-01
8,5,2016-06-01
6,3,2016-06-02
3,6,2016-06-02
5,8,2016-06-02
3,1,2016-06-02
5,3,2016-06-02
3,7,2016-06-02
6,5,2016-06-02
7,6,2016-06-02
8,5,2016-06-02
2,6,2016-06-02
2,1,2016-06-02
2,7,2016-06-02
7,5,2016-06-02
3,6,2016-06-02
7,8,2016-06-02
4,8,2016-06-02
7,4,2016-06-02
6,2,2016-06-02
7,8,2016-06-02
6,5,2016-06-02
1,2,2016-06-02
5,6,2016-06-02
4,2,2016-06-02
8,3,2016-06-02
4,5,2016-06-02
1,3,2016-06-02
3,8,2016-06-02
7,6,2016-06-02
2,3,2016-06-02
1,6,2016-06-02
8,6,2016-06-02
4,7,2016-06-02
1,3,2016-06-02
8,4,2016-06-02
8,7,2016-06-02
8,7,2016-06-02
8,6,2016-06-02
6,7,2016-06-02
4,7,2016-06-02
1,2,2016-06-02
1,6,2016-06-02
7,8,2016-06-02
5,2,2016-06-02
2,3,2016-06-02
1,7,2016-06-02
2,5,2016-06-02
6,3,2016-06-02
8,4,2016-06-02
7,1,2016-06-02
4,8,2016-06-02
3,8,2016-06-02
7,6,2016-06-02
6,4,2016-06-02
4,2,2016-06-02
4,6,2016-06-02
3,2,2016-06-02
3,6,2016-06-03
5,6,2016-06-03
5,2,2016-06-03
3,7,2016-06-03
1,2,2016-06-03
6,2,2016-06-03
5,4,2016-06-03
3,2,2016-06-03
5,7,2016-06-03
3,2,2016-06-03
1,2,2016-06-03
5,7,2016-06-03
5,6,2016-06-03
8,5,2016-06-03
5,8,2016-06-03
3,7,2016-06-03
3,8,2016-06-03
2,5,2016-06-03
6,3,2016-06-03
3,8,2016-06-03
4,8,2016-06-03
4,5,2016-06-03
1,3,2016-06-03
1,8,2016-06-03
4,3,2016-06-03
5,4,2016-06-03
6,1,2016-06-03
5,2,2016-06-03
3,7,2016-06-03
7,2,2016-06-03
2,3,2016-06-03
2,8,2016-06-03
8,2,2016-06-03
6,8,2016-06-03
8,4,2016-06-03
8,2,2016-06-03
5,4,2016-06-03
7,8,2016-06-03
7,8,2016-06-03
1,6,2016-06-03
5,7,2016-06-03
6,5,2016-06-03
4,8,2016-06-03
2,4,2016-06-03
2,4,2016-06-03
3,8,2016-06-03
2,4,2016-06-03
6,2,2016-06-03
6,1,2016-06-03
2,5,2016-06-03
2,7,2016-06-03
8,1,2016-06-03
1,6,2016-06-03
1,3,2016-06-03
4,8,2016-06-03
7,5,2016-06-03
7,8,2016-06-03
1,8,2016-06-03
3,1,2016-06-03
7,2,2016-06-03
2,7,2016-06-03
6,4,2016-06-03
7,3,2016-06-03
3,7,2016-06-03
6,8,2016-06-03
2,3,2016-06-03
7,1,2016-06-03
2,7,2016-06-03
6,2,2016-06-03
8,4,2016-06-03
1,7,2016-06-03
2,5,2016-06-03
1,4,2016-06-03
5,1,2016-06-03
8,1,2016-06-03
3,4,2016-06-04
1,6,2016-06-04
3,1,2016-06-04
4,5,2016-06-04
1,8,2016-06-04
3,7,2016-06-04
4,2,2016-06-04
5,2,2016-06-04
6,7,2016-06-04
8,1,2016-06-04
2,7,2016-06-04
2,6,2016-06-04
3,6,2016-06-04
7,8,2016-06-04
4,1,2016-06-04
4,1,2016-06-04
5,1,2016-06-04
5,8,2016-06-04
6,2,2016-06-04
1,4,2016-06-04
5,7,2016-06-04
5,2,2016-06-04
4,2,2016-06-04
2,7,2016-06-04
1,8,2016-06-04
2,4,2016-06-04
5,7,2016-06-04
6,1,2016-06-04
1,6,2016-06-04
4,6,2016-06-04
7,1,2016-06-04
7,6,2016-06-04
2,1,2016-06-04
7,5,2016-06-04
8,5,2016-06-04
4,3,2016-06-04
4,2,2016-06-04
5,6,2016-06-04
6,3,2016-06-04
7,2,2016-06-04
1,5,2016-06-04
4,3,2016-06-04
8,4,2016-06-04
5,1,2016-06-04
8,6,2016-06-04
1,6,2016-06-04
7,6,2016-06-04
7,1,2016-06-04
4,8,2016-06-04
8,4,2016-06-04
3,6,2016-06-04
6,7,2016-06-04
4,7,2016-06-04
1,8,2016-06-04
4,7,2016-06-04
6,2,2016-06-04
8,6,2016-06-04
4,5,2016-06-04
5,2,2016-06-04
6,7,2016-06-04
2,7,2016-06-04
8,2,2016-06-04
4,3,2016-06-04
7,2,2016-06-04
8,4,2016-06-04
7,6,2016-06-04
5,7,2016-06-04
5,8,2016-06-04
3,5,2016-06-04
1,2,2016-06-04
7,5,2016-06-04
7,4,2016-06-04
6,1,2016-06-04
6,8,2016-06-04
7,2,2016-06-04
3,4,2016-06-04
7,4,2016-06-04
6,8,2016-06-04
8,6,2016-06-04
2,1,2016-06-04
4,2,2016-06-04
6,1,2016-06-04
7,2,2016-06-04
1,8,2016-06-04
6,1,2016-06-04
7,4,2016-06-04
1,7,2016-06-04
4,3,2016-06-04
3,2,2016-06-04
4,2,2016-06-05
4,8,2016-06-05
2,7,2016-06-05
8,7,2016-06-05
2,5,2016-06-05
4,7,2016-06-05
4,3,2016-06-05
6,4,2016-06-05
2,5,2016-06-05
5,4,2016-06-05
7,5,2016-06-05
1,6,2016-06-05
8,4,2016-06-05
5,3,2016-06-05
2,7,2016-06-05
4,5,2016-06-05
6,7,2016-06-05
6,3,2016-06-05
3,8,2016-06-05
4,1,2016-06-05
8,4,2016-06-05
6,7,2016-06-05
1,3,2016-06-05
3,1,2016-06-05
6,4,2016-06-05
2,3,2016-06-05
4,5,2016-06-05
1,4,2016-06-05
4,8,2016-06-05
1,3,2016-06-05
1,5,2016-06-05
4,2,2016-06-05
8,1,2016-06-05
3,7,2016-06-05
2,1,2016-06-05
1,7,2016-06-05
4,7,2016-06-05
4,5,2016-06-05
7,2,2016-06-05
8,5,2016-06-05
5,7,2016-06-05
8,3,2016-06-05
2,1,2016-06-05
6,5,2016-06-05
6,7,2016-06-05
6,4,2016-06-05
5,2,2016-06-05
6,2,2016-06-05
3,4,2016-06-05
7,5,2016-06-05
7,2,2016-06-05
4,6,2016-06-05
6,8,2016-06-05
1,3,2016-06-05
8,6,2016-06-05
6,2,2016-06-05
4,8,2016-06-05
7,6,2016-06-05
1,7,2016-06-05
1,3,2016-06-05
4,6,2016-06-05
1,6,2016-06-05
3,5,2016-06-05
5,8,2016-06-05
6,7,2016-06-05
3,1,2016-06-05
7,2,2016-06-05
8,6,2016-06-05
7,3,2016-06-05
4,2,2016-06-05
1,4,2016-06-05
2,8,2016-06-05
6,4,2016-06-05
8,6,2016-06-05
4,7,2016-06-05
5,8,2016-06-05
3,6,2016-06-05
3,4,2016-06-05
6,5,2016-06-05
7,4,2016-06-05
4,6,2016-06-05
8,2,2016-06-05
3,1,2016-06-05
6,7,2016-06-05
6,5,2016-06-05
3,1,2016-06-05
6,8,2016-06-05
4,7,2016-06-05
7,8,2016-06-05
6,2,2016-06-05
5,3,2016-06-05
8,1,2016-06-05
8,2,2016-06-05
3,6,2016-06-05
7,5,2016-06-05
6,1,2016-06-05
5,8,2016-06-05
3,1,2016-06-05
7,6,2016-06-05
5,4,2016-06-05
8,7,2016-06-05
8,2,2016-06-05
1,4,2016-06-05
1,5,2016-06-05
7,3,2016-06-05
4,7,2016-06-06
7,4,2016-06-06
3,7,2016-06-06
8,1,2016-06-06
4,1,2016-06-06
1,4,2016-06-06
8,1,2016-06-06
7,4,2016-06-06
4,6,2016-06-06
1,8,2016-06-06
2,1,2016-06-06
1,7,2016-06-06
1,8,2016-06-06
2,6,2016-06-06
7,1,2016-06-06
3,1,2016-06-06
8,4,2016-06-06
3,2,2016-06-06
4,8,2016-06-06
8,2,2016-06-06
1,6,2016-06-06
3,7,2016-06-06
3,8,2016-06-06
5,8,2016-06-06
3,5,2016-06-06
8,1,2016-06-06
1,2,2016-06-06
6,5,2016-06-06
8,5,2016-06-06
2,3,2016-06-06
5,1,2016-06-06
5,1,2016-06-06
2,6,2016-06-06
5,3,2016-06-06
3,8,2016-06-06
5,3,2016-06-06
5,1,2016-06-06
8,5,2016-06-06
8,2,2016-06-06
6,2,2016-06-06
2,5,2016-06-06
4,8,2016-06-06
5,8,2016-06-06
2,3,2016-06-06
4,5,2016-06-06
2,3,2016-06-06
7,4,2016-06-06
6,8,2016-06-06
4,7,2016-06-06
6,7,2016-06-06
2,1,2016-06-06
5,4,2016-06-06
4,7,2016-06-06
1,6,2016-06-06
1,5,2016-06-07
8,2,2016-06-07
8,4,2016-06-07
8,7,2016-06-07
4,3,2016-06-07
1,8,2016-06-07
7,2,2016-06-07
2,6,2016-06-07
4,3,2016-06-07
4,3,2016-06-07
3,8,2016-06-07
2,7,2016-06-07
8,3,2016-06-07
4,6,2016-06-07
4,3,2016-06-07
1,8,2016-06-07
2,7,2016-06-07
8,4,2016-06-07
2,5,2016-06-07
3,1,2016-06-07
7,8,2016-06-07
7,5,2016-06-07
1,6,2016-06-07
3,2,2016-06-07
6,5,2016-06-07
7,3,2016-06-07
5,1,2016-06-07
2,5,2016-06-07
7,4,2016-06-07
8,6,2016-06-07
1,7,2016-06-07
8,5,2016-06-07
2,3,2016-06-07
5,4,2016-06-07
2,1,2016-06-07
5,2,2016-06-07
4,8,2016-06-07
8,6,2016-06-07
1,6,2016-06-07
2,8,2016-06-07
4,7,2016-06-07
7,8,2016-06-07
1,6,2016-06-07
7,4,2016-06-07
5,7,2016-06-07
5,1,2016-06-07
4,6,2016-06-07
3,8,2016-06-07
4,2,2016-06-07
7,1,2016-06-07
5,4,2016-06-07
5,8,2016-06-07
4,2,2016-06-07
4,2,2016-06-07
3,2,2016-06-07
2,3,2016-06-08
5,2,2016-06-08
3,6,2016-06-08
5,4,2016-06-08
6,7,2016-06-08
4,2,2016-06-08
1,3,2016-06-08
7,5,2016-06-08
5,3,2016-06-08
8,4,2016-06-08
1,6,2016-06-08
3,8,2016-06-08
4,8,2016-06-08
3,2,2016-06-08
6,5,2016-06-08
6,1,2016-06-08
8,6,2016-06-08
2,1,2016-06-08
3,8,2016-06-08
2,4,2016-06-08
7,6,2016-06-08
1,5,2016-06-08
7,3,2016-06-08
1,8,2016-06-08
5,7,2016-06-08
6,3,2016-06-08
6,1,2016-06-08
1,2,2016-06-08
8,6,2016-06-08
5,6,2016-06-08
5,4,2016-06-08
6,3,2016-06-08
4,2,2016-06-08
1,3,2016-06-08
6,2,2016-06-08
2,6,2016-06-08
6,1,2016-06-08
1,5,2016-06-08
3,1,2016-06-08
3,1,2016-06-08
5,7,2016-06-08
2,8,2016-06-08
6,3,2016-06-08
4,6,2016-06-08
4,1,2016-06-08
7,8,2016-06-08
3,4,2016-06-08
4,5,2016-06-08
7,4,2016-06-08
2,1,2016-06-08
2,4,2016-06-08
8,2,2016-06-08
8,3,2016-06-08
4,1,2016-06-08
6,5,2016-06-08
8,7,2016-06-08
3,8,2016-06-08
1,3,2016-06-08
7,1,2016-06-08
5,4,2016-06-08
8,4,2016-06-08
1,8,2016-06-08
3,8,2016-06-08
8,7,2016-06-08
6,2,2016-06-09
5,8,2016-06-09
4,1,2016-06-09
1,3,2016-06-09
8,7,2016-06-09
4,5,2016-06-09
3,4,2016-06-09
3,1,2016-06-09
5,7,2016-06-09
1,2,2016-06-09
4,7,2016-06-09
6,1,2016-06-09
7,3,2016-06-09
1,6,2016-06-09
3,1,2016-06-09
6,7,2016-06-09
7,4,2016-06-09
2,8,2016-06-09
5,3,2016-06-09
1,7,2016-06-09
5,1,2016-06-09
5,1,2016-06-09
1,7,2016-06-09
3,8,2016-06-09
3,7,2016-06-09
4,5,2016-06-09
2,3,2016-06-09
8,5,2016-06-09
5,8,2016-06-09
5,6,2016-06-09
3,2,2016-06-09
4,8,2016-06-09
4,6,2016-06-09
2,4,2016-06-09
2,3,2016-06-09
2,4,2016-06-09
3,5,2016-06-09
7,8,2016-06-09
8,2,2016-06-09
5,2,2016-06-09
3,7,2016-06-09
7,5,2016-06-09
7,3,2016-06-09
2,3,2016-06-09
3,8,2016-06-09
7,2,2016-06-09
1,3,2016-06-09
4,6,2016-06-09
8,1,2016-06-09
1,8,2016-06-09
6,3,2016-06-09
1,3,2016-06-09
3,8,2016-06-09
3,7,2016-06-09
1,8,2016-06-09
2,8,2016-06-09
8,4,2016-06-09
7,6,2016-06-09
2,6,2016-06-09
5,6,2016-06-09
3,5,2016-06-09
2,4,2016-06-09
6,1,2016-06-09
3,4,2016-06-09
1,6,2016-06-10
4,1,2016-06-10
2,5,2016-06-10
1,2,2016-06-10
5,7,2016-06-10
7,8,2016-06-10
8,4,2016-06-10
1,4,2016-06-10
2,7,2016-06-10
8,2,2016-06-10
8,6,2016-06-10
1,5,2016-06-10
7,4,2016-06-10
8,1,2016-06-10
3,5,2016-06-10
1,7,2016-06-10
5,2,2016-06-10
2,6,2016-06-10
5,1,2016-06-10
1,7,2016-06-10
7,5,2016-06-10
4,6,2016-06-10
3,7,2016-06-10
2,7,2016-06-10
6,1,2016-06-10
5,6,2016-06-10
3,1,2016-06-10
7,2,2016-06-10
6,8,2016-06-10
6,3,2016-06-10
1,4,2016-06-10
2,4,2016-06-10
7,6,2016-06-10
4,3,2016-06-10
7,1,2016-06-10
5,4,2016-06-10
3,7,2016-06-10
7,8,2016-06-10
3,4,2016-06-10
5,4,2016-06-10
8,2,2016-06-10
5,2,2016-06-10
6,8,2016-06-10
2,7,2016-06-10
8,5,2016-06-10
4,5,2016-06-10
7,6,2016-06-10
4,7,2016-06-10
4,8,2016-06-10
1,2,2016-06-10
1,6,2016-06-10
7,4,2016-06-10
3,8,2016-06-10
5,3,2016-06-10
3,5,2016-06-10
5,7,2016-06-10
6,5,2016-06-10
8,2,2016-06-10
1,3,2016-06-10
1,5,2016-06-10
3,7,2016-06-10
3,1,2016-06-10
8,5,2016-06-10
4,3,2016-06-10
2,6,2016-06-10
2,1,2016-06-10
1,3,2016-06-10
3,8,2016-06-10
7,1,2016-06-10
8,7,2016-06-10
4,1,2016-06-11
2,7,2016-06-11
6,1,2016-06-11
6,7,2016-06-11
2,8,2016-06-11
2,4,2016-06-11
3,6,2016-06-11
2,5,2016-06-11
8,2,2016-06-11
7,8,2016-06-11
4,6,2016-06-11
1,3,2016-06-11
7,5,2016-06-11
5,7,2016-06-11
7,5,2016-06-11
4,7,2016-06-11
3,2,2016-06-11
7,6,2016-06-11
7,5,2016-06-11
2,5,2016-06-11
5,7,2016-06-11
1,2,2016-06-11
1,8,2016-06-11
5,8,2016-06-11
8,6,2016-06-11
7,4,2016-06-11
5,3,2016-06-11
1,2,2016-06-11
4,8,2016-06-11
7,6,2016-06-11
2,7,2016-06-11
7,4,2016-06-11
7,5,2016-06-11
3,7,2016-06-11
5,3,2016-06-11
8,1,2016-06-11
7,3,2016-06-11
6,3,2016-06-11
8,5,2016-06-11
5,7,2016-06-11
3,7,2016-06-11
7,5,2016-06-11
8,7,2016-06-11
6,8,2016-06-11
7,8,2016-06-11
1,2,2016-06-11
3,1,2016-06-11
5,2,2016-06-11
2,6,2016-06-11
4,6,2016-06-11
2,5,2016-06-11
3,4,2016-06-11
4,8,2016-06-11
4,5,2016-06-11
7,2,2016-06-11
2,4,2016-06-11
1,3,2016-06-11
7,4,2016-06-11
6,1,2016-06-11
3,2,2016-06-11
3,8,2016-06-11
8,4,2016-06-11
1,7,2016-06-11
2,4,2016-06-11
2,6,2016-06-11
5,4,2016-06-11
3,1,2016-06-11
2,6,2016-06-11
1,3,2016-06-11
3,6,2016-06-11
5,1,2016-06-11
3,4,2016-06-11
1,5,2016-06-11
6,1,2016-06-11
1,3,2016-06-11
5,1,2016-06-11
4,3,2016-06-11
6,5,2016-06-11
1,4,2016-06-11
8,5,2016-06-11
1,2,2016-06-11
1,7,2016-06-11
8,1,2016-06-11
4,2,2016-06-11
4,3,2016-06-11
3,6,2016-06-11
6,8,2016-06-11
3,4,2016-06-11
6,7,2016-06-11
7,5,2016-06-11
7,8,2016-06-11
6,8,2016-06-11
2,5,2016-06-11
1,2,2016-06-11
3,7,2016-06-11
6,7,2016-06-11
1,4,2016-06-11
5,2,2016-06-11
4,5,2016-06-12
3,2,2016-06-12
7,6,2016-06-12
6,8,2016-06-12
2,4,2016-06-12
7,6,2016-06-12
4,1,2016-06-12
6,7,2016-06-12
8,6,2016-06-12
1,7,2016-06-12
2,3,2016-06-12
4,1,2016-06-12
4,5,2016-06-12
4,5,2016-06-12
3,6,2016-06-12
7,4,2016-06-12
3,1,2016-06-12
2,6,2016-06-12
5,8,2016-06-12
3,2,2016-06-12
5,2,2016-06-12
1,6,2016-06-12
3,5,2016-06-12
7,2,2016-06-12
1,5,2016-06-12
1,7,2016-06-12
7,8,2016-06-12
2,7,2016-06-12
1,4,2016-06-12
8,6,2016-06-12
8,1,2016-06-12
3,7,2016-06-12
2,8,2016-06-12
7,5,2016-06-12
5,2,2016-06-12
5,2,2016-06-12
2,7,2016-06-12
8,5,2016-06-12
7,4,2016-06-12
8,1,2016-06-12
7,2,2016-06-12
2,6,2016-06-12
8,6,2016-06-12
6,3,2016-06-12
2,5,2016-06-12
4,7,2016-06-12
2,5,2016-06-12
1,2,2016-06-12
7,2,2016-06-12
1,7,2016-06-12
7,3,2016-06-12
5,8,2016-06-12
1,3,2016-06-12
2,8,2016-06-12
4,7,2016-06-12
3,6,2016-06-12
1,4,2016-06-12
1,3,2016-06-12
5,8,2016-06-12
2,5,2016-06-12
8,4,2016-06-12
8,7,2016-06-12
2,1,2016-06-12
6,4,2016-06-12
6,7,2016-06-12
1,3,2016-06-12
7,3,2016-06-12
6,2,2016-06-12
6,4,2016-06-12
4,7,2016-06-12
5,2,2016-06-12
3,1,2016-06-12
6,3,2016-06-12
2,3,2016-06-12
6,2,2016-06-12
1,8,2016-06-12
6,8,2016-06-12
8,1,2016-06-12
2,5,2016-06-12
3,8,2016-06-12
4,2,2016-06-12
4,7,2016-06-12
2,5,2016-06-12
3,1,2016-06-12
3,8,2016-06-12
6,1,2016-06-12
4,7,2016-06-12
3,1,2016-06-12
7,4,2016-06-13
1,4,2016-06-13
3,5,2016-06-13
4,7,2016-06-13
5,6,2016-06-13
7,6,2016-06-13
6,1,2016-06-13
3,7,2016-06-13
5,8,2016-06-13
2,8,2016-06-13
4,3,2016-06-13
2,5,2016-06-13
4,7,2016-06-13
6,8,2016-06-13
7,2,2016-06-13
2,7,2016-06-13
7,1,2016-06-13
2,5,2016-06-13
5,1,2016-06-13
8,2,2016-06-13
5,4,2016-06-13
1,7,2016-06-13
3,2,2016-06-13
7,8,2016-06-13
3,4,2016-06-13
7,3,2016-06-13
2,3,2016-06-13
2,4,2016-06-13
1,7,2016-06-13
4,5,2016-06-13
6,7,2016-06-13
7,5,2016-06-13
7,6,2016-06-13
4,5,2016-06-13
1,8,2016-06-13
1,5,2016-06-13
2,4,2016-06-13
7,1,2016-06-13
4,8,2016-06-13
6,3,2016-06-13
6,3,2016-06-13
8,7,2016-06-13
6,4,2016-06-13
1,7,2016-06-13
3,8,2016-06-13
8,5,2016-06-13
4,1,2016-06-13
6,2,2016-06-13
6,1,2016-06-13
8,7,2016-06-13
6,5,2016-06-13
7,4,2016-06-13
3,2,2016-06-13
1,5,2016-06-13
3,8,2016-06-13
1,8,2016-06-13
7,3,2016-06-13
1,7,2016-06-13
6,2,2016-06-13
8,3,2016-06-13
8,1,2016-06-13
2,4,2016-06-13
1,2,2016-06-13
7,1,2016-06-13
1,2,2016-06-13
4,3,2016-06-13
3,5,2016-06-13
2,3,2016-06-13
4,5,2016-06-13
3,4,2016-06-14
6,8,2016-06-14
1,8,2016-06-14
3,6,2016-06-14
4,6,2016-06-14
2,5,2016-06-14
7,5,2016-06-14
1,5,2016-06-14
3,1,2016-06-14
4,8,2016-06-14
5,4,2016-06-14
1,8,2016-06-14
4,8,2016-06-14
8,4,2016-06-14
2,8,2016-06-14
1,8,2016-06-14
6,1,2016-06-14
5,4,2016-06-14
6,8,2016-06-14
4,2,2016-06-14
1,4,2016-06-14
7,8,2016-06-14
6,7,2016-06-14
1,3,2016-06-14
3,4,2016-06-14
5,4,2016-06-14
4,3,2016-06-14
7,2,2016-06-14
4,5,2016-06-14
5,6,2016-06-14
6,1,2016-06-14
8,3,2016-06-14
3,2,2016-06-14
7,5,2016-06-14
6,3,2016-06-14
3,7,2016-06-14
7,3,2016-06-14
6,7,2016-06-14
2,4,2016-06-14
3,7,2016-06-14
4,6,2016-06-14
8,3,2016-06-14
5,6,2016-06-14
3,5,2016-06-14
3,2,2016-06-14
5,7,2016-06-14
6,2,2016-06-14
5,7,2016-06-14
6,5,2016-06-14
2,8,2016-06-14
7,1,2016-06-14
5,4,2016-06-14
2,3,2016-06-14
4,3,2016-06-14
5,3,2016-06-14
5,8,2016-06-14
8,1,2016-06-14
6,2,2016-06-14
5,4,2016-06-14
4,5,2016-06-14
4,5,2016-06-14
7,8,2016-06-14
5,7,2016-06-14
8,6,2016-06-14
3,7,2016-06-14
7,8,2016-06-14
8,5,2016-06-14
8,6,2016-06-14
5,2,2016-06-14
8,1,2016-06-14
2,4,2016-06-14
8,6,2016-06-14
5,6,2016-06-15
8,5,2016-06-15
6,5,2016-06-15
5,3,2016-06-15
4,6,2016-06-15
2,4,2016-06-15
2,3,2016-06-15
1,2,2016-06-15
4,1,2016-06-15
8,5,2016-06-15
1,5,2016-06-15
4,2,2016-06-15
1,7,2016-06-15
2,3,2016-06-15
4,3,2016-06-15
4,3,2016-06-15
6,3,2016-06-15
1,3,2016-06-15
5,3,2016-06-15
1,5,2016-06-15
8,6,2016-06-15
6,7,2016-06-15
5,2,2016-06-15
